"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
554,NA,NA,"Pectobacterium carotovorum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pectobacterium",122277,"genus","Low"
55208,NA,NA,"Pectobacterium wasabiae","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pectobacterium",122277,"genus","Low"
28447,NA,NA,"Clavibacter michiganensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Clavibacter",1573,"genus","Low"
263378,NA,NA,"Salipiger mucosus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Salipiger",263377,"genus","Low"
1597,NA,NA,"Lactobacillus paracasei","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Lacticaseibacillus",2759736,"genus","Low"
65700,NA,NA,"Erwinia tracheiphila","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Erwinia",551,"genus","Low"
459527,NA,NA,"Saccharibacillus kuerlensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Saccharibacillus",456492,"genus","Low"
79967,NA,NA,"Erwinia pyrifoliae","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Erwinia",551,"genus","Low"
92490,NA,NA,"Erwinia toletaUsually","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Erwinia",551,"genus","Low"
338565,NA,NA,"Erwinia tasmaniensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Erwinia",551,"genus","Low"
52603,NA,NA,"Sagittula stellata","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Sagittula",58842,"genus","Low"
29471,NA,NA,"Pectobacterium atrosepticum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pectobacterium",122277,"genus","Low"
373,NA,NA,"Agrobacterium vitis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Agrobacterium",357,"genus","Low"
42234,NA,NA,"Streptomyces acidiscabies","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
103232,NA,NA,"Streptomyces ipomoeae","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
909943,NA,NA,"SAR116 cluster alpha proteobacterium HIMB099","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Alphaproteobacteria",28211,"class","Low"
991904,NA,NA,"Polymorphum gilvum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Polymorphum",991903,"genus","Low"
632569,NA,NA,"Saccharomonospora mariUsually","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Saccharomonospora",1851,"genus","Low"
2035,NA,NA,"Curtobacterium flaccumfaciens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Curtobacterium",2034,"genus","Low"
217219,NA,NA,"Meganema perideroedes","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Neomegalonema",356797,"genus","Low"
491388,NA,NA,"Thalassobacter areUsuallye","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Litoreibacter",947567,"genus","Low"
89184,NA,NA,"Ruegeria pomeroyi","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ruegeria",97050,"genus","Low"
358,NA,NA,"Agrobacterium tumefaciens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Agrobacterium",357,"genus","Low"
552,NA,NA,"Erwinia amylovora","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Erwinia",551,"genus","Low"
998084,NA,NA,"Streptomyces himastatinicus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
1003110,NA,NA,"Verrucosispora maris","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Micromonospora",1873,"genus","Low"
79209,NA,NA,"Desulfosporosinus meridiei","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfosporosinus",79206,"genus","Low"
1563,NA,NA,"Desulfosporosinus orientis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfosporosinus",79206,"genus","Low"
1908,NA,NA,"Streptomyces globisporus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
1912,NA,NA,"Streptomyces hygroscopicus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
1969,NA,NA,"Streptomyces chartreusis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
59196,NA,NA,"Rickettsiella grylli","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rickettsiella",59195,"genus","Low"
228,NA,NA,"PseudoalteromoUsuallys haloplanktis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pseudoalteromonas",53246,"genus","Low"
56804,NA,NA,"Glaciecola punicea","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Glaciecola",89404,"genus","Low"
56807,NA,NA,"Glaciecola pallidula","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Glaciecola",89404,"genus","Low"
236100,NA,NA,"Marinobacter algicola","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Marinobacter",2742,"genus","Low"
210512,NA,NA,"Sandarakinorhabdus limnophila","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Sandarakinorhabdus",362865,"genus","Low"
2066,NA,NA,"Kitasatospora setae","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Kitasatospora",2063,"genus","Low"
326544,NA,NA,"Glaciecola psychrophila","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Paraglaciecola",1621534,"genus","Low"
313985,NA,NA,"Geobacter lovleyi","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Trichlorobacter",115782,"genus","Low"
897,NA,NA,"Desulfococcus multivorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfococcus",896,"genus","Low"
63612,NA,NA,"Sodalis glossinidius","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Sodalis",84565,"genus","Low"
117207,NA,NA,"Sphingopyxis alaskensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Sphingopyxis",165697,"genus","Low"
197222,NA,NA,"Glaciecola mesophila","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Paraglaciecola",1621534,"genus","Low"
222814,NA,NA,"Glaciecola polaris","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Paraglaciecola",1621534,"genus","Low"
300231,NA,NA,"Glaciecola nitratireducens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Glaciecola",89404,"genus","Low"
2743,NA,NA,"Marinobacter hydrocarbonoclasticus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Marinobacter",2742,"genus","Low"
266805,NA,NA,"Microbulbifer variabilis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Microbulbifer",48073,"genus","Low"
2078,NA,NA,"Sporolactobacillus inulinus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Sporolactobacillus",2077,"genus","Low"
279369,NA,NA,"Sphingopyxis baekryungensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Novosphingopyxis",2709686,"genus","Low"
1203471,NA,NA,"Geobacter daltonii","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Geotalea",2910589,"genus","Low"
1033846,NA,NA,"Marinobacter adhaerens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Marinobacter",2742,"genus","Low"
881,NA,NA,"Desulfovibrio vulgaris","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfovibrio",872,"genus","Low"
256618,NA,NA,"Parvibaculum lavamentivorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Parvibaculum",256616,"genus","Low"
278132,NA,NA,"Loktanella hongkongensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Limimaricola",2211638,"genus","Low"
416169,NA,NA,"Rhodanobacter thiooxydans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rhodanobacter",75309,"genus","Low"
154288,NA,NA,"Turicibacter sanguinis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Turicibacter",191303,"genus","Low"
1031,NA,NA,"Thiothrix nivea","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thiothrix",1030,"genus","Low"
53399,NA,NA,"Hyphomicrobium denitrificans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Hyphomicrobium",81,"genus","Low"
29303,NA,NA,"Streptomyces cattleya","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
265606,NA,NA,"Rhodopirellula baltica","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rhodopirellula",265488,"genus","Low"
1264,NA,NA,"Ruminococcus albus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ruminococcus",1263,"genus","Low"
1265,NA,NA,"Ruminococcus flavefaciens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ruminococcus",1263,"genus","Low"
253239,NA,NA,"Ethanoligenens harbinense","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ethanoligenens",253238,"genus","Low"
40519,NA,NA,"Ruminococcus callidus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ruminococcus",1263,"genus","Low"
46228,NA,NA,"Ruminococcus lactaris","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Mediterraneibacter",2316020,"genus","Low"
61171,NA,NA,"Holdemania filiformis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Holdemania",61170,"genus","Low"
44012,NA,NA,"FerrimoUsuallys balearica","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ferrimonas",44011,"genus","Low"
60893,NA,NA,"Desulfobacca acetoxidans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfobacca",60892,"genus","Low"
163869,NA,NA,"Algicola sagamiensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Algicola",296014,"genus","Low"
33903,NA,NA,"Streptomyces avermitilis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
295419,NA,NA,"Rubellimicrobium thermophilum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rubellimicrobium",295418,"genus","Low"
368405,NA,NA,"Glaciecola chathamensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Paraglaciecola",1621534,"genus","Low"
415229,NA,NA,"PseudoxanthomoUsuallys spadix","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pseudoxanthomonas",83618,"genus","Low"
477689,NA,NA,"Glaciecola lipolytica","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Aliiglaciecola",1406885,"genus","Low"
576610,NA,NA,"Polynucleobacter necessarius","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Polynucleobacter",44013,"genus","Low"
876,NA,NA,"Desulfovibrio desulfuricans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfovibrio",872,"genus","Low"
187493,NA,NA,"Thalassolituus oleivorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thalassolituus",187492,"genus","Low"
1033854,NA,NA,"Thioalkalivibrio sulfidophilus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thioalkalivibrio",106633,"genus","Low"
649746,NA,NA,"AUsuallyerobaculum hydrogeniformans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Acetomicrobium",49894,"genus","Low"
891,NA,NA,"DesulfuromoUsuallys acetoxidans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfuromonas",890,"genus","Low"
35619,NA,NA,"Streptomyces griseoflavus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Streptomyces",1883,"genus","Low"
35554,NA,NA,"Geobacter sulfurreducens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Geobacter",28231,"genus","Low"
47055,NA,NA,"Dethiosulfovibrio peptidovorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Dethiosulfovibrio",47054,"genus","Low"
55218,NA,NA,"Ruegeria lacuscaerulensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Ruegeria",97050,"genus","Low"
81462,NA,NA,"ThermaUsuallyerovibrio acidaminovorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thermanaerovibrio",81461,"genus","Low"
84980,NA,NA,"Desulfotalea psychrophila","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfotalea",109168,"genus","Low"
97477,NA,NA,"AUsuallyerobaculum mobile","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Acetomicrobium",49894,"genus","Low"
108007,NA,NA,"ThermaUsuallyerovibrio velox","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thermanaerovibrio",81461,"genus","Low"
209639,NA,NA,"Marinobacter lipolyticus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Marinobacter",2742,"genus","Low"
225194,NA,NA,"Geobacter bemidjiensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Citrifermentans",2883512,"genus","Low"
225196,NA,NA,"Geopsychrobacter electrodiphilus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Geopsychrobacter",271087,"genus","Low"
35751,NA,NA,"Sporichthya polymorpha","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Sporichthya",35750,"genus","Low"
245188,NA,NA,"Loktanella vestfoldensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Yoonia",2211641,"genus","Low"
265425,NA,NA,"SalinimoUsuallys chungwhensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Salinimonas",288793,"genus","Low"
291048,NA,NA,"Caminibacter mediatlanticus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Caminibacter",191301,"genus","Low"
316277,NA,NA,"Syntrophus aciditrophicus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Syntrophus",43773,"genus","Low"
336261,NA,NA,"Thermovirga lienii","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thermovirga",336260,"genus","Low"
351604,NA,NA,"Geobacter uraniireducens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Geotalea",2910589,"genus","Low"
427923,NA,NA,"Desulfurivibrio alkaliphilus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfurivibrio",427922,"genus","Low"
428031,NA,NA,"Moritella dasanensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Moritella",58050,"genus","Low"
523742,NA,NA,"Marinobacter santoriniensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Marinobacter",2742,"genus","Low"
1150997,NA,NA,"Marinobacter manganoxydans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Marinobacter",2742,"genus","Low"
40567,NA,NA,"Actinosynnema mirum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Actinosynnema",40566,"genus","Low"
97084,NA,NA,"Bacteriovorax marinus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Halobacteriovorax",1652133,"genus","Low"
168471,NA,NA,"Laribacter hongkongensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Laribacter",168470,"genus","Low"
244573,NA,NA,"Thiocapsa mariUsually","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Thiocapsa",1056,"genus","Low"
1163621,NA,NA,"Rheinheimera Usuallynhaiensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rheinheimera",67575,"genus","Low"
384,NA,NA,"Rhizobium leguminosarum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rhizobium",379,"genus","Low"
863,NA,NA,"SyntrophomoUsuallys wolfei","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Syntrophomonas",862,"genus","Low"
889,NA,NA,"Desulfovibrio longus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Paucidesulfovibrio",2910985,"genus","Low"
894,NA,NA,"Desulfobulbus propionicus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfobulbus",893,"genus","Low"
1085,NA,NA,"Rhodospirillum rubrum","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rhodospirillum",1081,"genus","Low"
2724,NA,NA,"Hirschia baltica","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Hirschia",2723,"genus","Low"
40988,NA,NA,"Saccharomonospora azurea","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Saccharomonospora",1851,"genus","Low"
28223,NA,NA,"Desulfobacula toluolica","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfobacula",28222,"genus","Low"
28232,NA,NA,"Geobacter metallireducens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Geobacter",28231,"genus","Low"
39645,NA,NA,"Mesorhizobium ciceri","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Mesorhizobium",68287,"genus","Low"
48935,NA,NA,"Novosphingobium aromaticivorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Novosphingobium",165696,"genus","Low"
53329,NA,NA,"Desulfospira joergensenii","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfospira",53328,"genus","Low"
65555,NA,NA,"Desulfocapsa sulfexigens","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfocapsa",53318,"genus","Low"
119484,NA,NA,"Syntrophobacter fumaroxidans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Syntrophobacter",29526,"genus","Low"
181663,NA,NA,"Desulfococcus oleovorans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfosudis",2904716,"genus","Low"
190898,NA,NA,"Desulfotignum phosphitoxidans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfotignum",115780,"genus","Low"
191026,NA,NA,"Desulfovibrio hydrothermalis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Maridesulfovibrio",2794998,"genus","Low"
40989,NA,NA,"Saccharomonospora cyanea","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Saccharomonospora",1851,"genus","Low"
219571,NA,NA,"Rhodanobacter fulvus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rhodanobacter",75309,"genus","Low"
252302,NA,NA,"Oceanicola granulosus","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Oceanicola",252301,"genus","Low"
293256,NA,NA,"Desulfovibrio alkalitolerans","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Desulfohalovibrio",2582836,"genus","Low"
314255,NA,NA,"Oceanicola batsensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pseudooceanicola",1679449,"genus","Low"
314722,NA,NA,"PseudoxanthomoUsuallys suwonensis","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Pseudoxanthomonas",83618,"genus","Low"
347483,NA,NA,"Rhodanobacter spathiphylli","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Rhodanobacter",75309,"genus","Low"
388408,NA,NA,"Labrenzia alexandrii","cogem pathogenicity rating",1,"The Microbe Directory",NA,"usually","species","Roseibium",150830,"genus","Low"
