"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
167539,NA,"NC_005042","Prochlorococcus marinus subsp. marinus str. CCMP1375","sampling site","5m depth in mediterranean sea","BacMap","exp","always","high","strain","Prochlorococcus marinus",1219,"species"
59919,NA,"NC_005072","Prochlorococcus marinus subsp. pastoris str. CCMP1986","sampling site","5m depth in mediterranean sea","BacMap","exp","always","high","strain","Prochlorococcus marinus",1219,"species"
265719,NA,"","Aquimonas voraii","sampling site","a warn spring water sample collected from assam","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Aquimonas",265718,"genus"
71388,NA,"","Vibrio halioticoli","sampling site","abalone, gut","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Vibrio",662,"genus"
190897,NA,"","Vibrio gallicus","sampling site","abalone, gut","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Vibrio",662,"genus"
33945,NA,"","Enterococcus avium","sampling site","abdominal pus","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Enterococcus",1350,"genus"
163202,NA,"","Corynebacterium appendicis","sampling site","abdominal swab of a patient with appendicitis","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Corynebacterium",1716,"genus"
1260,NA,"","Finegoldia magna","sampling site","abdominal wound","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Finegoldia",150022,"genus"
262209,NA,"","Janibacter melonis","sampling site","abnormally spoiled oriental melon (cucumis melo)","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Janibacter",53457,"genus"
498,NA,"","Psychrobacter immobilis","sampling site","abortion of mare","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Psychrobacter",497,"genus"
259,NA,"","Sphingobacterium thalpophilum","sampling site","abscess","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sphingobacterium",28453,"genus"
652,NA,"","Aeromonas schubertii","sampling site","abscess","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Aeromonas",642,"genus"
37734,NA,"","Enterococcus casseliflavus","sampling site","abscess","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Enterococcus",1350,"genus"
529,NA,"","Ochrobactrum anthropi","sampling site","abscess","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Brucella",234,"genus"
69974,NA,"","Mesorhizobium plurifarium","sampling site","acacia","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Mesorhizobium",68287,"genus"
110322,NA,"","Ensifer terangae","sampling site","acacia laeta","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sinorhizobium",28105,"genus"
501572,NA,"","Sinorhizobium chiapanecum","sampling site","acaciella angustissima legume nodule","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sinorhizobium",28105,"genus"
70864,NA,"","Shewanella pealeana","sampling site","accessory nidamental glands of the squid loligo pealei","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Shewanella",22,"genus"
28230,NA,"","Carnobacterium alterfunditum","sampling site","ace lake","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Carnobacterium",2747,"genus"
28068,NA,"","Rubrivivax gelatinosus","sampling site","acetate enrichment","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Rubrivivax",28067,"genus"
199596,NA,"","Methylocella silvestris","sampling site","acid forest cambisol","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Methylocella",120652,"genus"
333384,NA,"","Streptomyces lunalinharesii","sampling site","acid orthic soil ferralsol under cerrado vegetation","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Streptomyces",1883,"genus"
182455,NA,"","Alicyclobacillus acidiphilus","sampling site","acidic beverage","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Alicyclobacillus",29330,"genus"
614212,NA,"","Paraburkholderia oxyphila","sampling site","acidic forest soil","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Paraburkholderia",1822464,"genus"
1743168,NA,"","Polynucleobacter wuianus","sampling site","acidic freshwater pond","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Polynucleobacter",44013,"genus"
69279,NA,"","Aquamicrobium defluvii","sampling site","activated sewage sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Aquamicrobium",69278,"genus"
36807,NA,"","Microbacterium laevaniformans","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Microbacterium",33882,"genus"
69362,NA,"","Microbacterium schleiferi","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Microbacterium",33882,"genus"
33052,NA,"","Sphingopyxis terrae","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sphingopyxis",165697,"genus"
29405,NA,"","Microlunatus phosphovorus","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Microlunatus",29404,"genus"
53461,NA,"","Nakamurella multipartita","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Nakamurella",53460,"genus"
76112,NA,"","Thauera linaloolentis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Thauera",33057,"genus"
34006,NA,"","Paracoccus thiocyanatus","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Paracoccus",265,"genus"
34005,NA,"","Paracoccus kocurii","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Paracoccus",265,"genus"
170623,NA,"","Azotobacter beijerinckii","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Azotobacter",352,"genus"
86669,NA,"","Acidovorax defluvii","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Acidovorax",12916,"genus"
103816,NA,"","Rhodococcus pyridinivorans","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Rhodococcus",1827,"genus"
173675,NA,"","Sphingopyxis witflariensis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sphingopyxis",165697,"genus"
93380,NA,"","Pseudaminobacter defluvii","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Pseudaminobacter",93368,"genus"
81499,NA,"","Friedmanniella spumicola","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Microlunatus",29404,"genus"
99117,NA,"","Friedmanniella capsulata","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Microlunatus",29404,"genus"
57003,NA,"","Amaricoccus veronensis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Amaricoccus",56999,"genus"
57002,NA,"","Amaricoccus tamworthensis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Amaricoccus",56999,"genus"
57001,NA,"","Amaricoccus macauensis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Amaricoccus",56999,"genus"
137993,NA,"","Bacillus funiculus","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Ectobacillus",2837502,"genus"
1270,NA,"","Micrococcus luteus","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Micrococcus",1269,"genus"
75920,NA,"","Mycobacterium ratisbonense","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Mycobacterium",1763,"genus"
201185,NA,"","Rhodocista pekingensis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Rhodocista",34023,"genus"
249409,NA,"","Hydrogenophaga atypica","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Hydrogenophaga",47420,"genus"
249410,NA,"","Hydrogenophaga defluvii","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Hydrogenophaga",47420,"genus"
263067,NA,"","Malikia granosa","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Malikia",263066,"genus"
283878,NA,"","Leucobacter aridicollis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Leucobacter",55968,"genus"
283877,NA,"","Leucobacter chromiireducens","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Leucobacter",55968,"genus"
191292,NA,"","Rhodococcus aetherivorans","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Rhodococcus",1827,"genus"
186280,NA,"","Xanthobacter aminoxidans","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Xanthobacter",279,"genus"
110,NA,"","Xanthobacter viscosus","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Xanthobacter",279,"genus"
265291,NA,"","Comamonas badia","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Comamonas",283,"genus"
264148,NA,"","Millisia brevis","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Millisia",264147,"genus"
370975,NA,"","Flavobacterium croceum","sampling site","activated sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Flavobacterium",237,"genus"
340320,NA,"","Leucobacter luti","sampling site","activated sludge contamined with chromium","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Leucobacter",55968,"genus"
283718,NA,"","Gordonia defluvii","sampling site","activated sludge foams","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Gordonia",2053,"genus"
117506,NA,"","Comamonas denitrificans","sampling site","activated sludge in a municipal wastewater treatment plant","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Comamonas",283,"genus"
13243,NA,"","Rarobacter faecitabidus","sampling site","activated sludge in an alcoholic beverage","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Rarobacter",13242,"genus"
169176,NA,"","Novosphingobium tardaugens","sampling site","activated sludge of a sewage treatment plant","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Caenibius",2827482,"genus"
137993,NA,"","Bacillus funiculus","sampling site","activated sludge of wastewater tanks","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Ectobacillus",2837502,"genus"
101689,NA,"","Tetrasphaera elongata","sampling site","activated sludge reactor","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Phycicoccus",367298,"genus"
683124,NA,"","Flavobacterium haoranii","sampling site","activated sludge wastewater-treating system","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Flavobacterium",237,"genus"
370979,NA,"","Flavobacterium defluvii","sampling site","activated sludge, domestic wastewater treatment plant","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Flavobacterium",237,"genus"
89772,NA,"","Aquamicrobium lusatiense","sampling site","activated sludge, industrial waste water treatment plant","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Aquamicrobium",69278,"genus"
408,NA,"","Methylobacterium extorquens","sampling site","active sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Methylorubrum",2282523,"genus"
314200,NA,"","Giesbergeria voronezhensis","sampling site","active sludge of waste water aeration tank","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Giesbergeria",352449,"genus"
80881,NA,"","Simplicispira metamorpha","sampling site","active sludge of waste water aeration tank","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Simplicispira",352450,"genus"
75697,NA,"","Castellaniella defragrans","sampling site","activited sludge","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Castellaniella",359336,"genus"
488,NA,"","Neisseria mucosa","sampling site","acute pulmonary infection","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Neisseria",482,"genus"
996,NA,"","Flavobacterium columnare","sampling site","adult black bullhead, skin ulcer","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Flavobacterium",237,"genus"
2751,NA,"","Carnobacterium maltaromaticum","sampling site","adult cutthroat trout, kidney","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Carnobacterium",2747,"genus"
1789,NA,"","Mycobacterium xenopi","sampling site","adult female toad, xenopus larvis","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Mycobacterium",1763,"genus"
1680,NA,"","Bifidobacterium adolescentis","sampling site","adult, intestine","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Bifidobacterium",1678,"genus"
173676,NA,"","Novosphingobium hassiacum","sampling site","aerated sevage pond","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Novosphingobium",165696,"genus"
365341,NA,"","Sphingobium aromaticiconvertans","sampling site","aerobic sediment sample from the river elbe","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sphingobium",165695,"genus"
663,NA,"","Vibrio alginolyticus","sampling site","aestuarine mud","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Vibrio",662,"genus"
1465502,NA,"","Sporolactobacillus spathodeae","sampling site","african tulip tree bark, spathodea campanulata p. beauv.","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Sporolactobacillus",2077,"genus"
55508,NA,"","Janthinobacterium agaricidamnosum","sampling site","agaricus bisporus","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Janthinobacterium",29580,"genus"
29442,NA,"","Pseudomonas tolaasii","sampling site","agaricus bisporus","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Pseudomonas",286,"genus"
168469,NA,"","Pseudomonas costantinii","sampling site","agaricus bisporus","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Pseudomonas",286,"genus"
46677,NA,"","Pseudomonas agarici","sampling site","agaricus bisporus, drippy gills","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Pseudomonas",286,"genus"
942865,NA,"","Cupriavidus plantarum","sampling site","agave rhizosphere","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Cupriavidus",106589,"genus"
942866,NA,"","Cupriavidus alkaliphilus","sampling site","agave rhizosphere","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Cupriavidus",106589,"genus"
169427,NA,"","Paraburkholderia terricola","sampling site","agricultural soil","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Paraburkholderia",1822464,"genus"
1676,NA,"","Pseudarthrobacter polychromogenes","sampling site","air","https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","exp","always","medium","species","Pseudarthrobacter",1742993,"genus"
