"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Strain","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
29362,NA,"","[Clostridium] papyrosolvens","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Ruminiclostridium",1508657,"genus"
29362,NA,"","[Clostridium] papyrosolvens","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Ruminiclostridium",1508657,"genus"
29362,NA,"","[Clostridium] papyrosolvens","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Ruminiclostridium",1508657,"genus"
84030,NA,"","[Clostridium] saccharolyticum","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lacrimispora",2719231,"genus"
84030,NA,"","[Clostridium] saccharolyticum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lacrimispora",2719231,"genus"
84030,NA,"","[Clostridium] saccharolyticum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Lacrimispora",2719231,"genus"
29347,NA,"","[Clostridium] scindens","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnoclostridium",1506553,"genus"
29347,NA,"","[Clostridium] scindens","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnoclostridium",1506553,"genus"
1505,NA,"","[Clostridium] sordellii","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Paeniclostridium",1849828,"genus"
1505,NA,"","[Clostridium] sordellii","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Paeniclostridium",1849828,"genus"
29348,NA,"","[Clostridium] spiroforme","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Erysipelatoclostridium",1505663,"genus"
29348,NA,"","[Clostridium] spiroforme","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Erysipelatoclostridium",1505663,"genus"
1549,NA,"","[Clostridium] sporosphaeroides","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Oscillospiraceae",216572,"family"
1549,NA,"","[Clostridium] sporosphaeroides","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Oscillospiraceae",216572,"family"
1510,NA,"","[Clostridium] stercorarium","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Thermoclostridium",2304691,"genus"
1510,NA,"","[Clostridium] stercorarium","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Thermoclostridium",2304691,"genus"
1510,NA,"","[Clostridium] stercorarium","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Thermoclostridium",2304691,"genus"
1510,NA,"","[Clostridium] stercorarium","microaerophilic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Thermoclostridium",2304691,"genus"
1511,NA,"","[Clostridium] sticklandii","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetoanaerobium",186831,"genus"
1511,NA,"","[Clostridium] sticklandii","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetoanaerobium",186831,"genus"
1511,NA,"","[Clostridium] sticklandii","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acetoanaerobium",186831,"genus"
1512,NA,"","[Clostridium] symbiosum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnoclostridium",1506553,"genus"
1512,NA,"","[Clostridium] symbiosum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnoclostridium",1506553,"genus"
29322,NA,"","[Eubacterium] cellulosolvens","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Eubacterium",1730,"genus"
29322,NA,"","[Eubacterium] cellulosolvens","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Eubacterium",1730,"genus"
31971,NA,"","[Eubacterium] dolichum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Amedibacillus",2749846,"genus"
31971,NA,"","[Eubacterium] dolichum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Amedibacillus",2749846,"genus"
39485,NA,"","[Eubacterium] eligens","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnospira",28050,"genus"
39485,NA,"","[Eubacterium] eligens","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnospira",28050,"genus"
39485,NA,"","[Eubacterium] eligens","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnospira",28050,"genus"
39485,NA,"","[Eubacterium] eligens","microaerophilic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Lachnospira",28050,"genus"
56774,NA,"","[Eubacterium] infirmum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Eubacteriales Family XIII. Incertae Sedis",543314,"family"
56774,NA,"","[Eubacterium] infirmum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Eubacteriales Family XIII. Incertae Sedis",543314,"family"
39492,NA,"","[Eubacterium] siraeum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Oscillospiraceae",216572,"family"
39492,NA,"","[Eubacterium] siraeum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Oscillospiraceae",216572,"family"
39498,NA,"","[Eubacterium] yurii","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Peptoanaerobacter",1913599,"genus"
39498,NA,"","[Eubacterium] yurii","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Peptoanaerobacter",1913599,"genus"
157673,NA,"","[Mannheimia] succiniciproducens","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Basfia",697331,"genus"
157673,NA,"","[Mannheimia] succiniciproducens","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Basfia",697331,"genus"
33038,NA,"","[Ruminococcus] gnavus","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Mediterraneibacter",2316020,"genus"
33038,NA,"","[Ruminococcus] gnavus","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Mediterraneibacter",2316020,"genus"
40520,NA,"","[Ruminococcus] obeum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Blautia",572511,"genus"
40520,NA,"","[Ruminococcus] obeum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Blautia",572511,"genus"
33039,NA,"","[Ruminococcus] torques","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Mediterraneibacter",2316020,"genus"
33039,NA,"","[Ruminococcus] torques","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Mediterraneibacter",2316020,"genus"
442869,NA,"","Acanthopleuribacter","obligately aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acanthopleuribacteraceae",533207,"family"
291967,NA,"","Acaricomes","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Micrococcaceae",1268,"family"
291968,NA,"","Acaricomes phytoseiuli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acaricomes",291967,"genus"
155978,NA,"","Acaryochloris marina","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acaryochloris",155977,"genus"
329726,NA,"NC_009925, NC_009926, NC_009927, NC_009928, NC_009929, NC_009930, NC_009931, NC_009932, NC_009933, NC_009934","Acaryochloris marina MBIC11017","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acaryochloris marina",155978,"species"
258514,NA,"","Acetanaerobacterium","obligately anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Oscillospiraceae",216572,"family"
1427378,NA,"","Acetatifactor","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Lachnospiraceae",186803,"family"
31980,NA,"","Acetitomaculum","obligately anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Lachnospiraceae",186803,"family"
2382,NA,"","Acetitomaculum ruminis","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetitomaculum",31980,"genus"
35829,NA,"","Acetivibrio","obligately anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Oscillospiraceae",216572,"family"
35830,NA,"","Acetivibrio cellulolyticus","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetivibrio",35829,"genus"
35830,NA,"","Acetivibrio cellulolyticus","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetivibrio",35829,"genus"
35830,NA,"","Acetivibrio cellulolyticus","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acetivibrio",35829,"genus"
186831,NA,"","Acetoanaerobium","obligately anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Peptostreptococcaceae",186804,"family"
434,NA,"","Acetobacter","obligately aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acetobacteraceae",433,"family"
435,NA,"","Acetobacter aceti","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
435,NA,"","Acetobacter aceti","microaerophilic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetobacter",434,"genus"
435,NA,"","Acetobacter aceti aceti","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
178900,NA,"","Acetobacter cerevisiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
146475,NA,"","Acetobacter cibinongensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
178901,NA,"","Acetobacter malorum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
285268,NA,"","Acetobacter nitrogenifigens","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acetobacter",434,"genus"
304077,NA,"","Acetobacter oeni","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
146474,NA,"","Acetobacter orientalis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
438,NA,"","Acetobacter pasteurianus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
438,NA,"","Acetobacter pasteurianus","microaerophilic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetobacter",434,"genus"
634452,NA,"NC_013209, NC_013210, NC_013211, NC_013212, NC_013213, NC_013214, NC_013215","Acetobacter pasteurianus IFO 3283-01","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"no rank","Acetobacter pasteurianus",438,"species"
65959,NA,"","Acetobacter pomorum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
65959,NA,"","Acetobacter pomorum","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetobacter",434,"genus"
146476,NA,"","Acetobacter syzygii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acetobacter",434,"genus"
33951,NA,"","Acetobacterium","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Eubacteriaceae",186806,"family"
33952,NA,"","Acetobacterium woodii","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetobacterium",33951,"genus"
33952,NA,"","Acetobacterium woodii","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acetobacterium",33951,"genus"
558418,NA,"","Acetofilamentum","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Bacteroidaceae",815,"family"
28186,NA,"","Acetohalobium","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Halobacteroidaceae",53434,"family"
28187,NA,"","Acetohalobium arabaticum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acetohalobium",28186,"genus"
28187,NA,"","Acetohalobium arabaticum","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acetohalobium",28186,"genus"
574087,NA,"NC_014378","Acetohalobium arabaticum DSM 5501","anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acetohalobium arabaticum",28187,"species"
49894,NA,"","Acetomicrobium","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Synergistaceae",649777,"family"
2373,NA,"","Acetonema","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Sporomusaceae",1843490,"family"
2147,NA,"","Acholeplasma","facultatively anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acholeplasmataceae",2146,"family"
29552,NA,"","Acholeplasma axanthum","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Haploplasma",2903106,"genus"
2148,NA,"","Acholeplasma laidlawii","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acholeplasma",2147,"genus"
441768,NA,"NC_010163","Acholeplasma laidlawii PG-8A","facultatively anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acholeplasma laidlawii",2148,"species"
69473,NA,"","Acholeplasma vituli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acholeplasma",2147,"genus"
222,NA,"","Achromobacter","obligately aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Alcaligenaceae",506,"family"
1287736,NA,"","Achromobacter aegrifaciens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
1389935,NA,"","Achromobacter animicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
217204,NA,"","Achromobacter insolitus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
1287735,NA,"","Achromobacter insuavis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
1287735,NA,"","Achromobacter insuavis","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Achromobacter",222,"genus"
1287735,NA,"","Achromobacter insuavis","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Achromobacter",222,"genus"
470868,NA,"","Achromobacter marplatensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
1389922,NA,"","Achromobacter mucicolens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
72556,NA,"","Achromobacter piechaudii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
72556,NA,"","Achromobacter piechaudii","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Achromobacter",222,"genus"
1389932,NA,"","Achromobacter pulmonis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
72557,NA,"","Achromobacter ruhlandii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
134375,NA,"","Achromobacter sp.","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
217203,NA,"","Achromobacter spanius","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
470868,NA,"","Achromobacter spiritinus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Achromobacter",222,"genus"
85698,NA,"","Achromobacter xylosoxidans","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Achromobacter",222,"genus"
762376,NA,"NC_014640, NC_014641, NC_014642","Achromobacter xylosoxidans A8","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Achromobacter xylosoxidans",85698,"species"
65402,NA,"","Acidaminobacter","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Eubacteriales Family XII. Incertae Sedis",543313,"family"
65403,NA,"","Acidaminobacter hydrogenoformans","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidaminobacter",65402,"genus"
904,NA,"","Acidaminococcus","anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidaminococcaceae",909930,"family"
905,NA,"","Acidaminococcus fermentans","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
905,NA,"","Acidaminococcus fermentans","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
905,NA,"","Acidaminococcus fermentans","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
591001,NA,"NC_013740","Acidaminococcus fermentans DSM 20731","anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidaminococcus fermentans",905,"species"
187327,NA,"","Acidaminococcus intestini","anaerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
187327,NA,"","Acidaminococcus intestini","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
187327,NA,"","Acidaminococcus intestini","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
1111120,NA,"","Acidaminococcus sp. BV3L6","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
1111120,NA,"","Acidaminococcus sp. BV3L6","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
563191,NA,"","Acidaminococcus sp. D21","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
563191,NA,"","Acidaminococcus sp. D21","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,NA,NA,NA,NA
1203555,NA,"","Acidaminococcus sp. HPA0509","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
1203555,NA,"","Acidaminococcus sp. HPA0509","obligately anaerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acidaminococcus",904,"genus"
12914,NA,"","Acidianus","facultatively anaerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Sulfolobaceae",118883,"family"
563177,NA,"","Acidianus hospitalis","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidianus",12914,"genus"
933801,NA,"NC_015518","Acidianus hospitalis W1","facultatively anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidianus hospitalis",563177,"species"
1078830,NA,"","Acidicapsa","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidobacteriaceae",204434,"family"
242703,NA,"","Acidilobus saccharovorans","obligately aerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidilobus",105850,"genus"
666510,NA,"NC_014374","Acidilobus saccharovorans 345-15","anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidilobus saccharovorans",242703,"species"
53634,NA,"","Acidimicrobium","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acidimicrobiaceae",84994,"family"
53635,NA,"","Acidimicrobium ferrooxidans","microaerophilic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidimicrobium",53634,"genus"
525909,NA,"NC_013124","Acidimicrobium ferrooxidans DSM 10331","anaerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidimicrobium ferrooxidans",53635,"species"
522,NA,"","Acidiphilium","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Acetobacteraceae",433,"family"
76588,NA,"","Acidiphilium acidophilum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Acidiphilium",522,"genus"
524,NA,"","Acidiphilium cryptum","facultatively anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidiphilium",522,"genus"
524,NA,"","Acidiphilium cryptum","obligately aerobic",TRUE,"ProTraits","igc","always","medium",NA,NA,"species","Acidiphilium",522,"genus"
524,NA,"","Acidiphilium cryptum","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidiphilium",522,"genus"
349163,NA,"NC_009467, NC_009468, NC_009469, NC_009470, NC_009471, NC_009472, NC_009473, NC_009474, NC_009484","Acidiphilium cryptum JF-5","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Acidiphilium cryptum",524,"species"
62140,NA,"","Acidiphilium multivorum","obligately anaerobic",FALSE,"ProTraits","igc","always","medium",NA,NA,"species","Acidiphilium",522,"genus"
