"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
1484107,"unknown","unknown","Galbitalea","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1470540,"unknown","unknown","Jeotgalibaca","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Carnobacteriaceae",186828,"family","High"
1434039,"unknown","unknown","Rudaibacter","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1434032,"unknown","unknown","Pontimonas","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1434030,"unknown","unknown","Phytomonospora","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Micromonosporaceae",28056,"family","High"
1434028,"unknown","unknown","Ornatilinea","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Anaerolineaceae",292628,"family","High"
1434026,"unknown","unknown","Oceanirhabdus","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Clostridiaceae",31979,"family","High"
1434022,"unknown","unknown","Naasia","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1434018,"unknown","unknown","Lysinimonas","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1433997,"unknown","unknown","Diaminobutyricimonas","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1427378,"unknown","unknown","Acetatifactor","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Lachnospiraceae",186803,"family","High"
1427149,"unknown","unknown","Halomicroarcula","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Haloarculaceae",1963268,"family","High"
1425377,"unknown","unknown","Haloechinothrix","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Pseudonocardiaceae",2070,"family","High"
1417297,"unknown","unknown","Desulfonatronobacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Desulfosalsimonadaceae",2904714,"family","High"
1408194,"unknown","unknown","Endomicrobium","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Endomicrobiaceae",1783343,"family","High"
1407607,"unknown","unknown","Fusicatenibacter","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Lachnospiraceae",186803,"family","High"
1400059,"unknown","unknown","Pontibaca","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Roseobacteraceae",2854170,"family","High"
1400058,"unknown","unknown","Hwanghaeicola","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Roseobacteraceae",2854170,"family","High"
1398560,"unknown","unknown","Xiangella","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Micromonosporaceae",28056,"family","High"
1395977,"unknown","unknown","Aidingimonas","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halomonadaceae",28256,"family","High"
1392389,"unknown","unknown","Intestinimonas","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Eubacteriales",186802,"order","High"
1377992,"unknown","unknown","Halovenus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
1335745,"unknown","unknown","Spiribacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Ectothiorhodospiraceae",72276,"family","High"
1331730,"unknown","unknown","Chryseoglobus","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1326739,"unknown","unknown","Calderihabitans","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Thermoanaerobacteraceae",186814,"family","High"
1321364,"unknown","unknown","Tistlia","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Rhodovibrionaceae",2844403,"family","High"
1303912,"unknown","unknown","Desulfatitalea","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Desulfobacteraceae",213119,"family","High"
1295378,"unknown","unknown","Methylogaea","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Methylococcaceae",403,"family","High"
1281902,"unknown","unknown","Blastocatella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Blastocatellaceae",1748772,"family","High"
1278221,"unknown","unknown","Auraticoccus","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Propionibacteriaceae",31957,"family","High"
1277353,"unknown","unknown","Methylorosula","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Beijerinckiaceae",45404,"family","High"
1269201,"unknown","unknown","Salinarchaeum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Natrialbaceae",1644061,"family","High"
1269048,"unknown","unknown","Halorubellus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
1269031,"unknown","unknown","Haloarchaeobius","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
1263959,"unknown","unknown","Caloribacterium","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Thermoanaerobacteraceae",186814,"family","High"
1259734,"unknown","unknown","Compostimonas","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1242734,"unknown","unknown","Fuchsiella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteroidaceae",53434,"family","High"
1241326,"unknown","unknown","Rhizomicrobium","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Micropepsaceae",1921568,"family","High"
1221209,"unknown","unknown","Methylomarinum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Methylococcaceae",403,"family","High"
1217101,"unknown","unknown","Haloactinopolyspora","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Jiangellaceae",1217100,"family","High"
1209988,"unknown","unknown","Halopenitus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halorubraceae",1963271,"family","High"
1200657,"unknown","unknown","Saccharofermentans","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Oscillospiraceae",216572,"family","High"
1198243,"unknown","unknown","Rugosimonospora","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Micromonosporaceae",28056,"family","High"
1195526,"unknown","unknown","Gryllotalpicola","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1187078,"unknown","unknown","Cecembia","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Cyclobacteriaceae",563798,"family","High"
1172428,"unknown","unknown","Thermotomaculum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Thermotomaculaceae",2562244,"family","High"
1156568,"unknown","unknown","Methylovirgula","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Beijerinckiaceae",45404,"family","High"
1154586,"unknown","unknown","Gaiella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Gaiellaceae",1154585,"family","High"
1148150,"unknown","unknown","Desulfosoma","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Syntrophobacteraceae",213465,"family","High"
1145345,"unknown","unknown","Bauldia","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Kaistiaceae",2831111,"family","High"
1143004,"unknown","unknown","Methyloferula","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Beijerinckiaceae",45404,"family","High"
1134403,"unknown","unknown","Melioribacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Melioribacteraceae",1334117,"family","High"
1123967,"unknown","unknown","Porticoccus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Porticoccaceae",1706374,"family","High"
1100891,"unknown","unknown","Paenalcaligenes","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Alcaligenaceae",506,"family","High"
1080709,"unknown","unknown","Methanomassiliicoccus","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Methanomassiliicoccaceae",1577788,"family","High"
1078860,"unknown","unknown","Bryocella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Acidobacteriaceae",204434,"family","High"
1078830,"unknown","unknown","Acidicapsa","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Acidobacteriaceae",204434,"family","High"
1078829,"unknown","unknown","Telmatobacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Acidobacteriaceae",204434,"family","High"
1077265,"unknown","unknown","Chthonomonas","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Chthonomonadaceae",1077264,"family","High"
1075398,"unknown","unknown","Salarchaeum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
1075397,"unknown","unknown","Halolamina","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halorubraceae",1963271,"family","High"
1073987,"unknown","unknown","Halorientalis","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Haloarculaceae",1963268,"family","High"
1073986,"unknown","unknown","Halobellus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Haloferacaceae",1644056,"family","High"
1070314,"unknown","unknown","Halorussus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
1064513,"unknown","unknown","Lamprobacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Chromatiaceae",1046,"family","High"
1029631,"unknown","unknown","Amnibacterium","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
1004300,"unknown","unknown","Hydrotalea","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Chitinophagaceae",563835,"family","High"
1000999,"unknown","unknown","Acidipila","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Acidobacteriaceae",204434,"family","High"
999488,"unknown","unknown","Paenochrobactrum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Brucellaceae",118882,"family","High"
947525,"unknown","unknown","Miniimonas","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Beutenbergiaceae",125316,"family","High"
940557,"unknown","unknown","Granulicella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Acidobacteriaceae",204434,"family","High"
935200,"unknown","unknown","Sulfuricella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Sulfuricellaceae",2772226,"family","High"
926359,"unknown","unknown","Natronoarchaeum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
911113,"unknown","unknown","Bryobacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Bryobacteraceae",1962910,"family","High"
908935,"unknown","unknown","Yimella","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Dermacoccaceae",145357,"family","High"
908626,"unknown","unknown","Angustibacter","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Kineosporiaceae",83778,"family","High"
908623,"unknown","unknown","Euzebya","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Euzebyaceae",908622,"family","High"
907364,"unknown","unknown","Phytohabitans","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Micromonosporaceae",28056,"family","High"
904708,"unknown","unknown","Arenicella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Arenicellaceae",1617891,"family","High"
881616,"unknown","unknown","Herbiconiux","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Microbacteriaceae",85023,"family","High"
875170,"unknown","unknown","Celeribacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Roseobacteraceae",2854170,"family","High"
863253,"unknown","unknown","Marinicella","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Alcanivoracaceae",224372,"family","High"
795750,"unknown","unknown","Ignavibacterium","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Ignavibacteriaceae",795749,"family","High"
758601,"unknown","unknown","Deinobacterium","gram stain variable",TRUE,"Bergey's Manual","exp","always","genus","Deinococcaceae",183710,"family","High"
747074,"unknown","unknown","Tepidamorphus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Tepidamorphaceae",2844863,"family","High"
745153,"unknown","unknown","Umboniibacter","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Cellvibrionaceae",1706371,"family","High"
744724,"unknown","unknown","Halarchaeum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Halobacteriaceae",2236,"family","High"
743714,"unknown","unknown","Orbus","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Orbaceae",1240483,"family","High"
698776,"unknown","unknown","Cellulosilyticum","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Lachnospiraceae",186803,"family","High"
697331,"unknown","unknown","Basfia","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Pasteurellaceae",712,"family","High"
695982,"unknown","unknown","Halogranum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Haloferacaceae",1644056,"family","High"
693074,"unknown","unknown","Caldisericum","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Caldisericaceae",693073,"family","High"
690565,"unknown","unknown","Serinibacter","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Beutenbergiaceae",125316,"family","High"
690086,"unknown","unknown","Salinarimonas","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Salinarimonadaceae",2137278,"family","High"
689697,"unknown","unknown","Salisaeta","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Salisaetaceae",2893042,"family","High"
683756,"unknown","unknown","Kinneretia","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Comamonadaceae",80864,"family","High"
673534,"unknown","unknown","Plantactinospora","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Micromonosporaceae",28056,"family","High"
667112,"unknown","unknown","Lutispora","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Clostridiaceae",31979,"family","High"
666508,"unknown","unknown","Phycisphaera","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Phycisphaeraceae",666507,"family","High"
656899,"unknown","unknown","Schlesneria","gram stain negative",TRUE,"Bergey's Manual","exp","always","genus","Planctomycetaceae",126,"family","High"
651553,"unknown","unknown","Haloglycomyces","gram stain positive",TRUE,"Bergey's Manual","exp","always","genus","Glycomycetaceae",85034,"family","High"
